,sens,spec,prec,npv,jac,acc,phi,fnr,fpr,fdr,for,plr,nlr,pt,ba,f1,fm,bm,mk,dor,auc
0,0.53125,0.8760330578512396,0.53125,0.8760330578512396,0.3617021276595745,0.8039215686274509,0.4072830578512397,0.46875,0.12396694214876035,0.46875,0.12396694214876035,4.2854166666666655,0.5350825471698113,0.3257196585770367,0.7036415289256198,0.53125,0.53125,0.4072830578512397,0.4072830578512397,8.008888888888887,0.7209452479338844
1,0.59375,0.7685950413223142,0.40425531914893614,0.8773584905660378,0.31666666666666665,0.7320261437908496,0.3194391452500875,0.40625,0.231404958677686,0.5957446808510638,0.12264150943396225,2.5658482142857144,0.5285618279569892,0.38434537837947824,0.681172520661157,0.4810126582278481,0.4899250919729268,0.3623450413223139,0.28161380971497385,4.854395604395605,0.7315340909090908
2,0.625,0.6694214876033058,0.3333333333333333,0.8709677419354839,0.2777777777777778,0.6601307189542484,0.2452562466066871,0.375,0.3305785123966942,0.6666666666666667,0.12903225806451613,1.890625,0.5601851851851852,0.4210526315789474,0.6472107438016529,0.43478260869565216,0.4564354645876384,0.2944214876033058,0.20430107526881724,3.375,0.7183626033057852
3,0.65625,0.71900826446281,0.3818181818181817,0.8877551020408163,0.3181818181818182,0.7058823529411765,0.3180559740776269,0.34375,0.28099173553719003,0.6181818181818182,0.11224489795918367,2.335477941176471,0.4780890804597701,0.3955340944506705,0.6876291322314051,0.4827586206896553,0.500567859353936,0.37525826446281,0.2695732838589981,4.885026737967915,0.7330836776859504
4,0.625,0.7851239669421488,0.43478260869565216,0.8878504672897196,0.3448275862068966,0.7516339869281046,0.3637575524849875,0.375,0.2148760330578512,0.5652173913043479,0.1121495327102804,2.9086538461538467,0.4776315789473684,0.3696205061086554,0.7050619834710744,0.5128205128205128,0.5212860351426869,0.4101239669421488,0.3226330759853717,6.08974358974359,0.7425103305785123
5,0.65625,0.6859504132231405,0.3559322033898305,0.8829787234042553,0.3,0.6797385620915033,0.2859290434224191,0.34375,0.31404958677685946,0.6440677966101696,0.11702127659574467,2.0896381578947367,0.5011295180722891,0.4089046213423093,0.6711002066115703,0.4615384615384616,0.4833016743966198,0.34220041322314065,0.2389109267940859,4.169856459330145,0.7209452479338844
6,0.65625,0.7933884297520661,0.4565217391304348,0.8971962616822429,0.3684210526315789,0.7647058823529411,0.3988047222143345,0.34375,0.20661157024793386,0.5434782608695652,0.10280373831775702,3.1762500000000005,0.4332682291666666,0.3594273139860593,0.7248192148760331,0.5384615384615383,0.5473503368998213,0.4496384297520661,0.3537180008126777,7.330909090909093,0.7350206611570248
7,0.53125,0.8347107438016529,0.4594594594594595,0.8706896551724138,0.3269230769230769,0.7712418300653595,0.34759403843584186,0.46875,0.1652892561983471,0.5405405405405406,0.1293103448275862,3.2140625,0.5615717821782178,0.3580660715001173,0.6829803719008265,0.4927536231884059,0.4940524646612321,0.36596074380165294,0.3301491146318733,5.723333333333334,0.7341167355371901
8,0.625,0.8016528925619835,0.4545454545454545,0.8899082568807339,0.35714285714285715,0.7647058823529411,0.38335645596975937,0.375,0.19834710743801653,0.5454545454545454,0.11009174311926606,3.1510416666666665,0.4677835051546392,0.3603451197730089,0.7133264462809917,0.5263157894736842,0.5330017908890261,0.42665289256198347,0.3444537114261885,6.736111111111112,0.7321797520661156
9,0.65625,0.7685950413223142,0.42857142857142855,0.8942307692307693,0.35,0.7450980392156863,0.3703254150935479,0.34375,0.231404958677686,0.5714285714285714,0.10576923076923073,2.8359375,0.447244623655914,0.3725748824039135,0.712422520661157,0.5185185185185185,0.5303300858899106,0.4248450413223139,0.32280219780219777,6.340909090909091,0.7146177685950413
10,0.59375,0.6942148760330579,0.3392857142857143,0.865979381443299,0.2753623188405797,0.673202614379085,0.2431237089333721,0.40625,0.3057851239669421,0.6607142857142857,0.13402061855670097,1.9417229729729732,0.5851934523809523,0.4178056742728568,0.6439824380165289,0.4318181818181819,0.44883281169845735,0.28796487603305776,0.2052650957290134,3.3180873180873185,0.7214617768595041
